label,treatment,zymosterol,xylitol,valine,urea,UDP GlcNAc,tyrosine,tryptophan,thymine,thymidine,threonine,threonic acid,taurine,tagatose,sulfuric acid,sucrose,succinic acid,stigmasterol,stearic acid,squalene,spermine,spermidine,sorbitol,shikimic acid,serine,ribose,pyrrole-2-carboxylic acid,putrescine,piperidone,pinitol,phosphoethanolamine,phosphate,phenylethylamine,phenylalanine,pentadecanoic acid,pelargonic acid,palmitoleic acid,palmitic acid,oxoproline,ornithine,oleic acid,octadecanol,nonadecanoic acid,nicotinic acid,myristic acid,myo-inositol,methionine sulfoxide,methionine minor,methionine,mannitol,maltotriose,maltose,lyxitol,lysine,linoleic acid,lignoceric acid,leucine,lauric acid,lactulose,lactose,lactitol,lactic acid,isoribose,isomaltose,isoleucine,isoheptadecanoic acid NIST,isobutene glycol NIST,inosine,hydroxylamine,hydroxycarbamate NIST,hexuronic acid,hexitol,hexadecylglycerol NIST,hexadecane,heptadecanoic acid,guanosine,glycyl proline,glycolic acid,glycine,glycerol-alpha-phosphate,glycerol,glyceric acid,glutaric acid,glutamic acid,glucose-6-phosphate,glucose,gluconic acid,galactose,galactonic acid,fumaric acid,fucose,fructose-6-phosphate,fructose,ethanolamine,ergosterol,epsilon-caprolactam,dodecanol,dihydrocholesterol,diacetone alcohol NIST,dehydroabietic acid,conduritol-beta-epoxide,citrulline,cis-gondoic acid,ciliatine,cholesterol NIST,cholesterol,cerotinic acid,cellobiose,caprylic acid,capric acid,butyrolactam NIST,beta-sitosterol,beta-alanine,benzoic acid,behenic acid,aspartic acid,arachidonic acid,arachidic acid,alanine,adenosine,adenine,5-methoxytryptamine,5-aminovaleric acid,4-hydroxybutyric acid,4-aminobutyric acid,"4',5-dihydroxy-7-glucosyloxyflavanone",2-ketoadipic acid,2-hydroxypyrazinyl-2-propenoic acid ethyl ester NIST,1-monostearin,1-monopalmitin,1-hexadecanol,"1,3,5-trimethylcyanuric acid","1,2,4-benzenetriol",322548,322525,322524,322432,322429,322417,322414,322371,322219,321130,318795,318782,316060,253863,253514,253093,251689,249106,247758,247669,242849,241684,241681,241618,241399,241383,241382,241374,241360,241312,241301,240085,240078,240058,240027,239377,239368,239337,239325,239316,239314,239311,239310,239300,237709,237707,237703,236851,236845,236822,236816,234496,229935,229167,228133,228119,225305,224091,223222,220689,216585,215929,214058,213180,210658,210363,210327,210313,210272,209686,209685,209178,209177,209176,209175,209167,208646,204741,203819,203807,191804,183433,183282,183271,183174,183134,183063,172624,172164,171968,171590,171305,171286,170841,170783,170272,170242,169627,169614,169611,169610,168881,168878,168861,168779,168766,163575,161878,161875,161404,161397,161372,146921,146671,146001,135763,134760,134365,134312,133778,133374,133324,133242,132976,131732,131168,130478,130466,128024,127730,127661,127640,127444,126423,126350,124996,124960,124880,124283,122191,122151,121402,121342,121002,120781,120744,120526,119066,118667,112501,111830,111076,110604,110411,110363,110343,110265,107050,106427,105450,104417,103102,102978,102662,102248,101742,97748,95463,95461,87877,85120,85118,84382,84216,84211,84200,84187,84161,66612,66367,64546,62766,62253,56712,53737,52874,52854,52007,50506,49404,49400,48597,48466,48460,47358,47348,47206,47197,47170,46413,46346,46281,46173,46155,46143,46128,45378,44175,43734,43580,42529,42357,42016,41985,41892,41882,41880,41862,41836,41811,41808,41805,40541,34451,33387,31695,31460,31408,31359,31357,31338,31285,31273,31267,31223,29926,26987,26918,26916,26868,23170,22863,22363,21763,21682,21666,21665,21664,20282,18386,18305,18282,18225,18168,18167,17909,17651,17434,17250,17245,17225,17183,16923,16777,16747,14697,14688,8647,7458,6802,6353,5990,5679,5483,5471,5346,5245,5244,4942,4937,4930,4550,4534,4361,4263,4086,3772,3329,3258,3228,3220,3204,3194,3189,3188,3143,3122,2706,2674,2575,2476,2403,2260,2089,2030,2023,2017,2001,1996,1922,1912,1909,1878,1875,1872,1815,1789,1725,1704,1700,1675,1661,1064,889,490,307,257,228,168,137,134,54,47,39
M13A2_024,HH,28235,158,34645,29633,617,20135,5178,14833,5058,14038,540,14790,2225,252,1656,637,403,380011,1190,2245,2262,1896,158,29662,12803,435,30375,1474,288,966,312,3725,13493,12572,79140,489,91733,32060,4674,2354,2028,1034,336,4598,5358,3138,2407,9690,754,472,20135,353,7171,373,1105,63437,8468,1024,609,335,5577,903,151,40021,5091,2568,2073,170483,39229,372,351,759,21051,8996,354,781,666,38672,485,243435,1131,165,1237,1325,27051,417,161954,80,703,273,147,665,28151,114,1719,1571,370,10442,637,168,632,902,1982,485,24562,283,1401,9076,1942,24877,2300,40199,9517,2249,1056,17781,4150,47237,281,535,1115,1054,23847,2767,462,5957,2535,724,962,794,41287,381,34406,193918,511078,11553,9008,33676,2357,4150,2775,3389,21648,8643,1025,3287,1738,216,637,1867,189,312,2238,161,163,4006,645,794,3304,1236,5344,8461,6136,1725,293,2081,60505,1756,3468,4888,1956,2406,3804,4705,3620,13189,4882,3292,467,578,14723,33895,75048,3561,4657,1834,8556,22531,721,189,314,2267,1042,2497,340,3460,34099,529,5595,158,388,1801,2259,24565,100851,300258,702430,2889,13819,4153,44239,1450,41246,5417,650,12024,1098,4904,40147,22610,173179,2472,728,894,1445,11990,381401,567,1465,312,581,348,842,672,1201,195,1815,3283,727,1054604,2948,808,12311,2423,112,1103,3956,1543,9944,1094,1307,2191,4171,2234,7842,892,798,1111,33904,330,222,200,675,2381,233,6674,12518,771,1335,624,17772,1962,57017,1103,219,3816,2031,4526,64485,4483,351,251,10272,64485,391,3736,1268,3594,909,135143,11461,992,3966,32539,860,26057,1289,1910,807,1412,527,2512,4705,4051,365,283,1000,956,1903,637,3148,370,2870,389,409,774,1604,845,48987,0,565,222,2071,1332,761,1183,5338,1921,228,584,111,950,2145,444,4120,856,954,2075,706,76766,1451,3173,308,1679,14723,1343,519,3005,5674,522,569,1738,2514,1160,296,1351,4001,325,3465,26617,3278,8363,1430,8282,1294,922,7490,5599,422,36973,51131,4153,313,22838,246,2104,50375,2770,3235,9178,2381,1319,163,73748,567,225,3532,725,1324,792,964,747,474,0,737,444,880,611,1211,6101,2428,1775,19558,1687,1121,11545,19712,14030,18459,4291,1307,3200,2935,4593,772,2082,1721,3180,1198,3877,2995,5447,1631,4494,558,468,310,642,17956,918,571,6522,9801,2896,6941,1532,9077,222,1072,383,1669,3470,3699,16368,8033,6218,45783,4001,1824,23221,579,48346,1883,19445,7576,615616,32787,12024,1088,5026,6347,90115,783,336,12206,57747
M13A7_028,HH,36324,261,37792,23088,609,13580,1668,10433,3494,7168,928,20741,1543,571,1466,1247,478,454244,2365,3851,684,796,323,24630,6610,476,43597,1000,446,130,585,3838,10248,12808,109139,205,102561,25232,1969,2284,2040,1559,469,4607,6619,3283,1368,5925,530,205,4699,263,1355,403,596,62401,7813,511,566,69,9595,370,172,30966,4781,3644,3534,205230,55069,194,348,1209,22080,8838,163,322,1316,38696,609,224724,1323,185,1403,91,3258,213,18101,279,1030,287,75,592,37621,165,1562,1245,511,15350,433,342,447,1100,4216,1003,35734,442,372,12397,1719,42175,3859,34467,14304,2245,953,26871,5070,43734,397,577,1991,1670,35766,394,111,5067,2452,745,1161,816,44103,330,47464,391004,673624,3344,11609,46208,3714,4252,3962,4476,16865,11156,2008,3318,1372,165,650,1878,376,410,2623,245,257,4558,1863,407,3042,704,7205,12567,4688,3310,552,2170,98232,1993,3118,4764,2178,2823,4116,4806,3928,17696,3491,4010,852,1453,23124,20404,120131,2736,3269,2141,7299,5531,675,107,353,3006,1049,3626,305,3610,34445,850,3765,261,100,3258,2792,24087,130739,260103,741138,2752,15964,4706,55591,1730,34822,6216,810,1365,490,5243,41362,26238,205589,5931,390,338,931,20382,48838,552,918,374,640,513,955,1024,1441,177,2038,1073,752,55191,4176,1020,9844,5095,139,939,5017,1208,7746,846,1092,1300,4552,2422,1498,586,494,721,35727,311,379,289,531,4114,199,6857,11363,1572,1052,1992,36243,2420,102277,1417,217,2507,2328,4331,102277,4531,473,398,15350,90284,735,890,1263,6868,2201,211778,15588,731,4479,48996,1266,29244,1657,2509,906,4708,686,3792,3764,4488,393,132,305,872,2313,1050,5543,208,410,177,525,968,1658,936,93996,29010,465,379,471,1839,587,739,2376,1208,220,689,852,1738,1821,471,3341,1089,1108,1264,963,82132,1193,1450,777,576,23124,1599,658,2995,6803,1244,491,1385,1761,2114,292,4284,3832,200,4402,28355,4874,13192,1615,9130,1377,13413,7497,7510,294,2246,2173,5669,147,25671,166,2202,6418,1512,3130,3787,3526,1213,264,13657,1105,251,13900,1335,900,432,1494,2167,984,6580,1454,166,509,175,525,6682,1739,1469,25943,2113,1808,12930,27228,15411,1355,6478,2321,7648,2755,4920,384,2010,1960,15934,3100,6062,4809,8022,1363,2658,456,380,517,397,2140,3255,459,2879,10860,4862,5802,1783,21900,442,785,268,1403,3259,3757,17581,7547,8052,55285,3240,3268,13430,318,51887,1884,31494,2646,787060,31828,21029,338,2508,49482,100721,18195,367,14456,68035
M13B5_025,HH,33697,158,30818,25085,1096,18435,1363,1636,765,7309,421,10125,564,3251,988,1263,345,539040,2963,2213,481,1688,455,33599,2490,412,7483,1028,470,150,689,1334,10586,14103,100703,343,116868,23165,3323,2742,2559,1067,391,5141,7780,2252,1796,9607,423,209,2126,314,5077,422,954,56861,10958,551,685,108,18366,742,188,37965,3584,638,1908,207755,59331,213,225,1120,21671,9163,193,226,1578,17354,561,256060,1046,306,694,261,1121,239,4974,131,1146,191,172,214,20581,225,2101,1379,723,16784,496,241,795,836,2637,468,31597,742,770,12077,2153,22759,3563,25485,11536,3333,846,15535,7090,47963,463,598,1081,550,44262,224,177,7038,1929,763,832,818,45266,311,36185,164184,684673,2534,1067,32818,1538,3027,3975,4799,23277,21948,2268,4447,1233,381,705,1471,291,294,1846,266,291,3693,809,523,2742,648,8679,14550,6155,231,532,2306,116323,2041,3071,4521,2218,3034,4252,3600,4162,11848,3784,4538,535,1239,15495,29272,144465,2585,3403,2272,380,8416,743,213,424,2208,1108,3107,381,2731,35693,619,5008,139,141,392,1673,23216,54866,406017,713138,3466,15500,4949,43774,1384,46712,6382,967,1339,499,3631,19675,27232,212029,5382,334,1135,312,15626,13699,550,1091,302,307,547,1006,1167,1003,324,1883,756,754,26754,3171,822,13950,3220,259,965,5467,1374,5076,325,890,2001,4703,1388,12407,668,707,1156,36795,216,496,375,403,2774,227,6807,15107,347,731,789,23789,2600,66408,1028,358,3200,2468,9436,57437,3854,467,431,16784,66408,784,207,1326,2550,2138,177003,11506,685,1923,46791,1032,30154,305,2299,562,3571,889,2917,4281,3283,147,137,436,622,2261,710,1923,229,216,180,518,1000,2028,554,95213,27380,344,188,2303,1788,321,572,2429,2260,257,373,992,1537,1725,411,4412,1244,1843,1471,835,67027,2282,2000,900,1493,13116,839,365,1342,2832,936,833,1960,2482,1115,334,1833,3149,409,3530,43417,5781,8193,1539,9159,1066,977,3035,8928,547,5702,5899,6313,252,39300,196,2463,5885,2783,3968,4785,3265,1314,491,14967,737,76,18525,703,1135,604,1654,1457,638,6102,1193,320,206,137,525,4307,2664,1092,4304,1792,1336,9572,27699,17119,1137,6621,2452,7950,5339,3837,632,2220,1914,51025,3801,4387,5576,7101,1556,2793,329,179,343,274,982,1904,493,2900,17322,2664,5139,1137,13568,406,958,535,1762,2958,4344,17292,8236,9337,13969,2391,1594,21193,168,51708,2748,4864,5586,275171,50784,6895,950,3769,15082,105420,747,191,18475,68952
M13C2_026,HH,18745,1795,24953,49278,535,9327,933,13100,3584,8211,539,4283,4464,1445,1497,1186,330,380796,1546,1714,774,1416,238,25224,6180,610,21797,774,377,394,451,4505,9276,14607,59218,371,97223,36642,5556,2046,1579,1681,364,6029,2302,2573,1816,5036,755,730,27978,329,1458,408,1420,41227,11481,1548,3261,208,13000,878,292,27828,3108,4660,836,253054,77594,360,1805,791,21511,8165,249,352,1392,32922,176,184162,1056,218,820,632,21337,298,128129,259,1072,286,158,2057,784,137,2116,1762,336,19572,1045,265,803,616,887,819,19144,393,7664,6895,2847,4213,2216,109999,14998,2513,1184,11667,4376,60482,354,791,750,961,55099,567,340,3963,3377,697,1247,842,58594,592,22978,76978,1024439,3055,1002,27955,1146,5668,3992,5637,22609,23436,2327,5035,3259,230,1517,1885,149,372,2237,198,171,3735,1076,417,3473,1831,8787,21088,7453,2072,389,2797,181762,2757,4991,5970,2837,3448,5914,5301,5212,19538,4766,6119,495,666,14256,54929,149291,4172,3193,2500,6579,9303,813,340,574,3959,1204,3830,373,3390,41773,842,5434,2150,316,2666,3658,39640,138940,492437,978980,2816,20537,5983,60043,1487,32446,8078,900,1882,521,6809,39253,35743,246711,1898,740,820,1115,6381,112271,1022,1529,332,423,546,1153,1143,1107,151,3229,1805,488,182815,5880,762,14456,887,183,1113,5177,2397,10881,826,1721,1849,5485,3433,12553,647,944,1040,49565,271,392,302,5133,3412,271,9530,12293,710,1527,716,22463,2064,55659,569,363,3394,2098,8119,63905,3505,845,180,19572,63905,479,1406,1175,5547,3627,208410,17472,1085,1613,75050,1615,37108,2418,2053,502,2444,907,3008,6521,4875,670,211,932,723,1349,1149,1613,367,2358,349,636,1033,2054,690,100778,31154,412,217,2763,2086,1200,1034,3439,2599,249,600,1257,2088,4397,662,2296,988,1054,1923,697,117530,1222,3415,423,2005,16142,805,365,4928,2093,1865,979,2242,2573,1539,595,1635,4306,292,5094,51699,7261,4922,1784,10233,2315,1288,13319,5431,558,8592,21610,7030,123,37163,174,3181,6306,2972,5694,7704,3412,1939,286,33717,731,150,6414,697,1490,543,1506,3362,851,19879,802,345,809,570,1068,8125,2181,1965,25468,2012,2027,17162,19455,21297,70484,6664,1586,2821,5851,3309,636,2041,1656,24203,1844,4329,2193,13629,1618,2834,947,432,391,379,9160,1586,498,4178,15433,2283,5971,2280,4556,331,343,313,1976,4307,5760,24818,8536,10953,29990,3767,2001,19620,202,69536,11178,6529,10666,394882,44146,5957,653,3864,14385,123215,1121,190,20537,88703
M13D4_027,HH,29334,168,26552,31055,785,10849,1838,12610,4244,10189,786,8983,497,155,804,1533,388,462879,2892,2106,786,1294,375,20684,7195,335,26188,767,283,171,1774,7006,10584,11004,36798,326,92330,44477,1954,2639,2090,1062,468,3923,2925,2660,2026,6411,157,1321,18963,158,2453,283,932,36879,7092,450,388,236,5263,921,82,33308,2782,3597,3646,202248,71642,385,940,296,26072,8229,245,459,1128,48962,643,121657,887,220,1112,426,19614,191,109638,261,883,210,213,721,21057,172,1656,1372,381,9724,601,213,392,858,5203,558,25545,366,450,4053,1417,40962,4557,151105,9094,1699,1120,30755,5822,60730,264,759,1250,699,34341,1623,297,641,2586,335,1073,833,47067,261,28981,104503,702626,2400,3999,36917,969,4105,3333,3969,17277,11232,1897,3444,2952,347,601,2029,351,134,2587,247,192,4014,879,450,2792,1311,3544,13280,15527,1538,559,1787,124365,2713,4102,4708,2356,2982,4772,5265,4140,18501,4031,5100,973,1754,21436,34604,99854,3809,4134,1942,8999,11566,960,80,379,2366,850,2995,372,3300,44484,732,4907,168,338,1959,2663,26315,109670,442323,815004,3265,14663,4731,52370,1312,27920,6384,650,12801,315,4730,56801,28287,200401,4731,745,738,962,14351,138791,1183,1931,221,342,261,900,695,1274,282,1986,675,933,136431,3610,923,7236,6659,211,1111,4007,1246,14477,780,1121,2094,5065,2139,9771,488,490,895,38728,191,352,289,288,5902,183,7261,7788,813,1344,1205,17576,1494,56153,1107,121,3500,864,9211,56153,2959,2285,283,13321,48878,263,1396,1208,4488,1910,141319,5313,737,2566,50149,1079,30389,472,2404,900,2861,809,1874,5265,6154,538,292,744,988,1136,794,1699,196,1769,137,444,657,1056,790,63492,26675,575,463,1917,1607,701,452,2090,570,94,335,851,1950,850,497,423,976,1436,1207,610,112908,1227,1438,576,539,11782,1229,342,10616,6231,1283,521,1745,2125,1093,292,2242,3497,188,3530,36918,7184,13303,1705,8440,756,926,32734,2483,416,1098,1582,5177,180,24814,192,1936,7314,2410,3356,3110,4933,1410,97,13350,756,202,7672,296,972,431,1110,1874,1100,4515,413,330,456,204,324,6599,1059,1552,20100,1959,1647,11791,16040,15313,88558,645,1782,8370,3245,1322,444,1904,1963,14984,2989,4884,4483,12556,1865,3590,384,410,502,631,9638,2190,673,2462,14373,3145,4014,1793,17172,293,712,356,2116,3325,3851,19084,8140,6900,11559,4123,1265,13533,192,54874,2830,7509,3225,250078,33893,11326,561,2496,21439,97995,5708,396,14663,72744
M3A2_029,HH,23104,238,48309,13871,456,21794,5610,7685,2508,16534,373,31173,325,432,984,6531,286,509979,3695,2197,813,589,217,43992,4082,396,21504,1424,314,524,3661,3056,20751,17111,20729,320,103082,62699,9030,2266,1242,1435,446,5525,5378,4156,4462,17341,276,125,1216,232,952,164,1136,82689,5859,440,253,102,12648,785,100,49379,7156,2203,4086,161629,43521,147,408,2535,12306,11655,384,690,572,45771,7118,116416,902,213,3430,764,1425,163,7276,211,1166,271,165,131,34070,85,1634,1134,455,7480,417,161,839,2315,7605,688,23128,345,129,1901,1249,22990,3471,103125,6953,2476,1031,685,6501,145933,188,572,1376,1166,24878,4492,70,1470,1823,754,754,591,31139,304,21688,94823,335417,1401,4145,28562,644,2952,2207,2579,1883,6830,1484,2722,2047,282,564,1769,66,297,1897,190,276,3241,557,767,2760,1101,3296,7996,5659,2006,480,1532,86345,1804,2755,3253,2117,2075,3870,3921,2789,12997,2964,3489,673,1235,12217,26847,70684,2616,5590,1408,5671,26541,488,384,185,1174,504,2075,297,1420,25124,562,1973,238,127,645,2236,23921,65065,268266,547189,2864,9828,3264,44540,1271,63630,4480,754,10075,248,3524,38219,19606,167141,7996,609,442,143,14333,107250,795,2361,265,405,407,670,585,790,515,1463,732,390,336179,2714,1479,8843,8500,78,786,3845,1024,10191,629,893,2577,2853,1752,2375,1410,524,1230,26102,215,203,223,501,1935,525,5004,16460,535,591,1105,17313,531,35396,1788,293,1882,1506,5989,40310,4965,499,295,8988,40310,286,573,963,2611,2379,99551,6094,951,2927,35076,771,23925,581,2251,252,1131,604,2155,2681,4856,150,204,177,614,979,703,2927,375,339,326,1825,480,1317,473,42881,21062,256,203,1494,1311,343,710,1143,1218,103,406,1204,638,2212,326,728,559,966,1093,746,55835,1222,2145,461,1119,12217,679,280,5910,3444,452,333,1100,1282,2994,324,814,3328,150,2682,20555,3983,34482,1116,7544,756,1539,16654,1357,177,24897,29117,3323,175,22932,163,1688,2318,3944,2035,4928,1935,1402,196,17126,687,58,3832,434,1246,466,1057,1365,679,12243,581,326,550,371,418,4735,1508,963,11502,1988,645,8745,19280,10090,40226,3434,1466,5562,2744,1760,1450,3434,1384,22015,2999,4089,3346,10473,1128,4143,381,211,254,477,994,1160,901,1456,13369,1645,3333,1272,19314,301,511,1240,2099,1999,3118,13330,5141,5143,6295,2663,920,21411,195,37977,2556,13434,4954,238728,36593,8363,356,3092,4091,64043,1303,449,11522,48405
M3A3_033,HH,15975,162,14471,40501,573,7062,665,5956,1966,5857,560,10687,379,5984,1344,1271,391,564646,1915,1131,414,1084,716,23764,2052,565,8331,1219,491,235,1054,1487,5265,11627,45714,197,105256,48758,4039,3633,2318,1946,635,5400,2070,1944,1562,4506,549,160,4848,164,9530,568,1555,51697,10501,484,661,112,15452,737,669,25272,2517,2475,1867,316092,67544,220,349,1314,17519,9869,192,166,1638,22085,728,175317,883,243,1042,200,1575,188,6226,153,1110,254,149,221,11479,241,2554,1881,226,19482,825,156,718,859,1523,845,17889,877,318,4647,2198,3661,3021,98920,13008,3293,1259,21511,9354,33715,732,392,933,702,56045,563,130,3916,4010,990,1132,853,66566,408,13987,71647,1353958,2457,621,16415,524,4718,5451,5825,31204,17797,3431,5187,4295,173,825,1616,270,568,2546,331,271,4645,1478,663,3822,1750,7134,18222,9650,2219,875,2726,151573,3032,4497,6513,3092,4273,6579,5874,5947,19971,4888,4047,1527,2492,21628,27238,188147,4704,1879,2545,4390,104830,1236,221,184,3232,559,4147,438,1252,50876,1361,3140,213,112,728,3253,41611,91698,556100,1140203,4637,24682,7102,73395,1112,24494,11667,1827,1531,443,6473,26713,38588,322105,2601,383,2453,177,9082,1539,691,1377,233,426,512,599,999,616,141,2975,935,712,1304,2880,929,16471,1523,193,1542,6149,1648,8217,691,1428,1486,4352,2620,16422,231,863,1341,54623,395,234,234,369,2248,1696,10637,7134,295,899,1284,9884,1630,49703,1486,294,1619,2083,13641,56525,3612,1084,547,17269,56525,221,693,938,1014,2166,158061,19197,933,1155,69954,1570,43141,480,1853,1169,5622,411,7005,7340,2944,365,204,327,603,1631,1835,804,290,247,230,5105,893,1522,490,81119,3246,420,366,2803,2139,962,917,1115,1756,313,800,947,1255,965,434,4151,1204,1795,2319,953,113347,1690,1575,629,700,26319,1071,486,3196,5829,1615,596,1485,1817,3091,628,1809,5677,89,5046,41539,6966,13589,2299,11558,1283,12119,8607,4839,367,1457,1192,7908,238,58453,303,2209,4514,3019,3757,4014,2248,2339,291,25958,649,241,5350,511,1527,472,1897,1502,631,22367,377,434,330,349,527,8047,1517,1877,13569,1265,1724,17662,31964,22030,74055,10054,3281,11853,7726,1825,6036,2383,3127,4293,2777,2195,5958,19029,1907,2227,820,285,225,193,706,4661,580,1368,25610,1497,4506,2644,9495,346,209,349,2050,4579,4839,27196,9011,10373,61366,4710,1308,18375,325,78063,879,3374,3880,846733,66737,4263,2158,1634,16669,122130,4375,275,24682,100679
M3B3_030,HH,19094,253,22790,25146,613,9331,1143,2597,1177,13637,514,16053,818,1067,1472,1060,121,464295,4001,1275,674,886,406,26275,2833,342,11556,609,351,327,1687,4424,6500,12713,84399,288,100250,43435,7448,2781,1374,1574,512,3581,2778,3876,995,3252,892,1865,21688,1202,17291,357,642,33825,8528,595,273,333,12883,557,316,26968,3198,2308,2017,166118,24619,273,498,567,23796,8142,214,345,1868,52421,850,173236,1187,142,1384,371,18548,175,115169,286,739,286,396,648,22221,68,1447,1522,351,9924,854,215,1686,658,5503,519,21950,460,595,7641,1948,6519,3252,188480,9872,1797,2071,16175,5236,65665,2182,473,1052,496,18999,11495,225,7060,1509,758,928,698,35984,269,22142,76934,448866,1768,648,25524,763,3347,2439,2864,16626,8496,1424,3194,5329,138,1022,1160,237,279,2301,250,204,2894,576,513,2120,898,3750,6318,9297,1528,471,1751,47473,1581,3104,4218,1739,2205,3650,3575,3045,11818,3741,3515,534,820,8912,31421,58101,3042,2412,1572,2788,33027,774,639,310,1849,975,2762,206,4434,35905,211,7104,124,371,851,2316,19845,67062,374205,603370,2191,11876,3927,30780,1662,27724,4846,863,1073,380,3980,43965,21753,172041,1607,739,1039,651,11160,368593,732,536,239,539,397,697,811,1065,203,1717,1551,962,631127,2458,836,3019,6783,180,876,4069,1015,10443,949,1029,1536,3499,2869,11001,420,853,865,30177,193,311,285,615,4294,697,5821,10270,340,1058,939,25376,1544,30764,884,119,4433,1978,3423,35728,3119,2251,253,10460,35728,347,343,996,3617,785,63820,2820,700,1933,38146,800,24078,560,1424,870,2492,821,5936,3575,3735,870,268,844,760,2065,794,1933,240,2689,340,1747,703,1025,1206,30394,0,37,311,1714,1393,466,835,1404,1808,181,304,1002,2064,1053,420,2924,748,1397,1290,856,69273,1931,2719,467,1271,11152,1864,441,6201,4142,795,542,2477,3158,1228,310,995,3909,166,3620,28776,3622,7251,1091,3901,1288,1206,17767,7157,148,17149,19242,3619,229,27601,162,1929,5612,2367,2704,5273,4294,1047,320,83841,477,168,2851,461,1176,557,1393,1420,645,5520,408,295,644,473,169,4773,1818,1280,12143,1664,2120,8802,16987,12509,17343,5614,1944,5936,3333,2905,2049,2146,1681,8198,2084,3132,3493,5472,1563,3977,456,427,304,627,6743,1944,268,1071,11821,2842,7133,1419,13346,259,527,281,1490,2620,3321,14374,7681,4826,17496,3356,1029,17567,170,41778,2457,5409,4571,221618,40611,4507,859,4186,5511,74618,1603,294,13544,52377
M3C1_031,HH,17283,382,13271,42645,291,7513,1675,4742,2583,6617,266,315,459,279,1393,1744,233,559996,4738,667,732,1398,1076,7498,5838,676,8688,871,409,1235,640,2705,7160,16223,131036,378,98150,24303,4716,2786,1791,2223,537,6012,2355,1964,1359,4127,903,206,5306,397,12342,374,5743,24212,8454,820,599,109,6500,1039,128,20398,6241,4340,498,280109,57085,373,295,636,30219,9526,86,374,925,14835,240,305014,1517,296,682,1694,498,149,1844,162,1174,132,179,459,23540,168,1690,1853,377,11583,571,121,712,590,842,1015,17800,830,820,9789,2601,3390,2791,41747,13919,3030,1142,12080,8455,29036,438,696,1586,825,39348,416,106,5481,3727,1492,1277,579,59062,242,15115,26931,1270678,1982,1198,16506,323,5869,4018,5161,24417,16998,1707,4802,1418,281,882,2644,379,612,2278,405,352,3883,1070,1315,4334,1823,3377,12183,30210,2870,695,2154,116100,3178,4912,5220,2932,3754,5018,5329,5183,14713,6318,5859,1130,2008,25483,39977,94779,4392,3668,2441,601,50195,1619,321,391,3807,915,3874,381,10127,66494,676,5557,163,94,5666,3224,38016,179525,534037,1009467,3335,19730,5879,60507,1023,23140,10251,1682,1811,629,8219,21006,27966,267757,1413,456,1428,274,8489,372882,1413,2296,400,869,437,1031,805,730,177,3052,764,735,1535080,3435,563,8693,842,270,1006,5739,1303,5508,798,1798,2012,6249,2211,13584,685,2545,2201,46870,532,335,201,1096,1516,507,9522,5866,513,889,525,27409,2142,65283,710,278,2771,2175,11236,65283,3521,838,476,17586,57350,340,867,1109,2767,946,155675,12860,1076,644,74202,1301,38297,957,3615,1099,3150,980,3002,6852,2262,364,159,237,1073,1552,1334,644,661,145,663,3426,619,1921,521,71377,40690,446,335,2903,2140,648,1749,605,2488,142,825,1043,1410,5271,524,4401,1368,1633,2580,993,165935,907,4542,632,2635,25483,639,609,1509,10062,742,1043,2361,3545,3379,560,2601,4445,128,6125,54952,4415,5267,2587,11012,1261,1735,2269,6460,298,65720,82111,7036,175,23849,272,2808,3366,2589,3253,10613,1516,1755,304,1400,510,130,7149,289,1891,232,1755,2204,371,28494,298,524,365,713,138,10266,519,2016,39509,927,2429,14855,10982,21146,89255,21195,2198,9327,5198,1605,2707,2776,2270,14006,2244,3435,8523,19149,2685,2750,700,352,203,478,455,1682,468,798,9395,1634,5760,988,6047,252,238,237,1904,3943,4798,23251,9301,10034,30269,3827,1294,19908,547,66305,2696,482,12091,378624,32678,2030,1198,7592,11807,137152,2673,258,19730,86023
