analyte,Chisq_overall,Chi Df_overall,Pr(>Chisq)_overall,DO_DenDF,DO_meansq,DO_NumDF,DO_p.value,DO_statistic,DO_sumsq,pH_DenDF,pH_meansq,pH_NumDF,pH_p.value,pH_statistic,pH_sumsq,pH:DO_DenDF,pH:DO_meansq,pH:DO_NumDF,pH:DO_p.value,pH:DO_statistic,pH:DO_sumsq,VIP_PLSDA_VIP_comp6AVG
capric.acid,1.9297029108125798,3,0.587124542015099,6.44521087303296,364540.1494711802,1,0.32693225092094313,1.1251627778153162,364540.1494711802,6.445210873268448,29614.29139519718,1,0.7719193301239398,0.09140529079605962,29614.29139519718,6.445210872733987,25842.37110593069,1,0.786470846031391,0.07976315942445181,25842.37110593069,0.7179929525500501
caprylic.acid,2.4940150038041793,3,0.47637367726543856,6.4947692027108115,3131557.7843155316,1,0.6236014742198941,0.2652359517803093,3131557.7843155316,6.4947692027099615,16146701.161810396,1,0.2833474139288321,1.3675895339421553,16146701.161810396,6.4947692030482616,632241.1424552326,1,0.8241181290364973,0.053549413015361806,632241.1424552326,1.3011211766107569
cellobiose,1.992971540901749,3,0.5738667683740396,6.54198776558849,273672.67417736165,1,0.6771869321546354,0.1896823717238546,273672.67417736165,6.5419877640159925,676335.8284599024,1,0.5170666025165709,0.4687679703854938,676335.8284599024,6.541987765668306,1394443.5438142198,1,0.36050758609408184,0.9664880113470153,1394443.5438142198,0.5217054347775327
cerotinic.acid,6.881151340531687,3,0.075783921078659,6.047837764596054,77109.46039030195,1,0.21072116852275366,1.9594706801413735,77109.46039030195,6.047837764526738,114713.24158264074,1,0.13823390801712745,2.9150409348919393,114713.24158264074,6.047837765052268,27182.528191930844,1,0.4374844889964143,0.6907500938873607,27182.528191930844,2.0928078635701226
cholesterol,4.6552673614744435,3,0.19885192232473092,54.9999999991247,2806496.056474536,1,0.862701541370013,0.030188319832388864,2806496.056474536,54.999999998340094,414863666.863491,1,0.03920092424059207,4.4625172493009435,414863666.863491,54.9999999983401,1970545.5909774983,1,0.8847776074382949,0.021196345673636683,1970545.5909774983,1.3392089844318709
cholesterol.NIST,10.119810456775099,3,0.017574681724265878,6.942635071466143,378988.21222791483,1,0.06718921535856064,4.697743160531109,378988.21222791483,6.942635070308666,543993.79860661,1,0.03584962896072101,6.743067631978735,543993.79860661,6.942635070479539,10891.871015363778,1,0.7242378927812569,0.13501003703260678,10891.871015363778,1.1124873543177254
ciliatine,2.1371928526439206,3,0.5444251180884119,6.725422719991585,14603185.968755513,1,0.2938793952991836,1.29593068289055,14603185.968755513,6.7254227198301475,214282.06107467803,1,0.8943579461172302,0.019016035153825217,214282.06107467803,6.7254227198571,1073235.6441610178,1,0.7669547218350166,0.09524216182796408,1073235.6441610178,0.845631175273631
cis.gondoic.acid,1.104357976441861,3,0.7760221562791858,5.8749035566018,90309.09532174615,1,0.5561879225406958,0.3891262931120673,90309.09532174615,5.8749035569873795,80313.5726097631,1,0.5782499100336285,0.3460573122217797,80313.5726097631,5.874903557645814,8640.981039668723,1,0.8534897672479366,0.03723249478735819,8640.981039668723,0.9185339865737334
citrulline,4.08436550451313,3,0.25249710433632666,8.207224049040606,1078653.998072202,1,0.18501449415173776,2.0935239567385646,1078653.998072202,8.207224049336975,517742.3262645631,1,0.3447710260498038,1.0048689991318822,517742.3262645631,8.20722404928759,282222.3981876399,1,0.4798699512538256,0.5477561412556738,282222.3981876399,0.6167964274188689
conduritol.beta.epoxide,11.571732236657795,3,0.009003927607400859,7.259307014360833,20004.62308683724,1,0.1688066713241326,2.33519412225282,20004.62308683724,7.25930701588172,90396.30280563733,1,0.013395608805847179,10.552206560892744,90396.30280563733,7.259307014613894,8512.784510066394,1,0.35089617149641916,0.993720514784005,8512.784510066394,1.5983960114006697
dehydroabietic.acid,3.9001387668986354,3,0.2724512042924199,6.850969179518424,614430.6778797955,1,0.2802278218759556,1.3742594172942906,614430.6778797955,6.850969179473732,260729.28575786552,1,0.47055254258131685,0.5831572042489371,260729.28575786552,6.850969179149678,318375.56059467443,1,0.42722922282165565,0.7120910920225518,318375.56059467443,1.6971187404643342
diacetone.alcohol.NIST,6.083997421812455,3,0.107594319780795,6.398381705769784,103133488.62923478,1,0.07471671540012727,4.522375802751056,103133488.62923478,6.398381706464637,3687256.5574559555,1,0.70070000011229,0.1616852106489021,3687256.5574559555,6.398381705962285,2504112.2841393445,1,0.7509526737184217,0.10980465173514294,2504112.2841393445,1.2738189121337413
dihydrocholesterol,3.968333803289056,3,0.2649038718433732,6.154569735758748,71809.13883455296,1,0.1578426682664259,2.5838477045392754,71809.13883455296,6.154569733062713,25294.606251587975,1,0.37602624756086794,0.9101544923268439,25294.606251587975,6.154569735572875,4202.699001311172,1,0.7104686240227389,0.15122217511097907,4202.699001311172,0.5295588270743072
dodecanol,2.376298799257029,3,0.4980618424180929,54.999999998515314,28032.508270676768,1,0.73210231289555,0.11838725411050283,28032.508270676768,54.99999999851167,187778.45446950544,1,0.3770649784756712,0.793028415120918,187778.45446950544,54.99999999862964,310066.00534670206,1,0.25744553777751006,1.3094747930354338,310066.00534670206,1.0386276101846745
epsilon.caprolactam,1.7419945091887712,3,0.6276381647403206,7.140634673886103,315020.2373408448,1,0.4099091835598526,0.7660672188248525,315020.2373408448,7.140634673927378,1372.2601667556064,1,0.9555173353477502,0.003337066654270766,1372.2601667556064,7.140634673675718,186293.93717356332,1,0.5220796657042108,0.4530301911368014,186293.93717356332,0.8668561497900019
ergosterol,3.7302557218855554,3,0.29210344983450554,7.042447350730265,5792.247520790361,1,0.3135829239670092,1.1776348750963985,5792.247520790361,7.042447350626006,5452.028523375688,1,0.32719342631190745,1.1084641852928694,5452.028523375688,7.042447350794388,3206.846017271793,1,0.44581286770037276,0.6519910786699155,3206.846017271793,0.6500713249033067
ethanolamine,0.7035240108166363,3,0.8723747547356858,7.4778223950120335,1155401.4410031242,1,0.9218783822842709,0.010287332367938272,1155401.4410031242,7.477822395331476,28550566.46123554,1,0.6286443563341199,0.25420529701316774,28550566.46123554,7.477822395227371,25067707.018131565,1,0.6500950961643155,0.22319500793916777,25067707.018131565,0.6509272943380887
fructose,0.4124798914126586,3,0.9376525455082205,6.416836477666518,127518.61462118954,1,0.8110372236203633,0.062070636835602044,127518.61462118954,6.416836477594984,63275.16836475183,1,0.8660963120874157,0.03079966017469151,63275.16836475183,6.416836476986102,301677.55317316327,1,0.7139459527021523,0.146843799237393,301677.55317316327,0.49844082908479614
fructose.6.phosphate,1.1525023298062251,3,0.7644172687782901,6.041524210136722,41.000276851643974,1,0.9302625872051213,0.008322188901422733,41.000276851643974,6.041524210333219,3536.1916882534183,1,0.4291541727349167,0.7177721098755439,3536.1916882534183,6.041524210455243,209.89116130105234,1,0.8432541413331804,0.0426034658108975,209.89116130105234,0.8007139594953421
fucose,1.9061566655542492,3,0.5921107929450039,6.446096377816088,3453.0585770350613,1,0.5385545040298847,0.4216453477515874,3453.0585770350613,6.446096378011226,6801.197629613031,1,0.3949346380642833,0.8304792043602627,6801.197629613031,6.446096377719571,384.56248704602973,1,0.835140478034162,0.04695807498347345,384.56248704602973,0.9042817080660817
fumaric.acid,6.681863573232022,3,0.0827596718853519,55.0000000005516,368611.5810359232,1,0.021774201447267855,5.576337545670496,368611.5810359232,55.0000000005516,53326.668755221006,1,0.3730060531328864,0.8067231754617404,53326.668755221006,55.00000000055156,22979.300334168547,1,0.5578723691372103,0.3476297051398791,22979.300334168547,0.8000938364229613
galactonic.acid,2.318360316703206,3,0.5090126858424577,6.573989236267357,2668.5915272804814,1,0.6951159654701196,0.16777057922862088,2668.5915272804814,6.573989236626626,2449.744254061017,1,0.7071416789319245,0.1540119603409822,2449.744254061017,6.573989236594502,20092.89032872543,1,0.3004028298743899,1.2632116284438433,20092.89032872543,0.5944726091145046
galactose,5.1407301156114045,3,0.16177751375689517,54.99999999824026,11458654879.061731,1,0.03871789518763582,4.485499286366979,11458654879.061731,54.99999999933896,651885.7330826098,1,0.9873126297813477,2.551811727812759e-4,651885.7330826098,54.99999999824026,1461354319.6699278,1,0.4526737129258195,0.5720482750542094,1461354319.6699278,0.8329458434931969
gluconic.acid,0.7100713535829755,3,0.8708325473018185,5.643335846538081,91.69598582823001,1,0.9541417131185819,0.0036128926577053576,91.69598582823001,5.643335849258166,2633.411274486859,1,0.7589608709964845,0.10375843797715056,2633.411274486859,5.643335852190783,13307.653980232531,1,0.4979036532273299,0.5243318442154062,13307.653980232531,0.6582067217764986
glucose,4.548326617640669,3,0.20801995771926876,54.99999999919509,263041384.60827047,1,0.056466463318930675,3.7965829645072917,263041384.60827047,54.99999999919509,261324.39774436114,1,0.9512513502732104,0.0037718009968807573,261324.39774436114,54.99999999919504,45250411.4527151,1,0.42248208662451947,0.6531175370528453,45250411.4527151,0.8232932509449339
glucose.6.phosphate,1.8337142205695045,3,0.6076259689495642,7.0243320686255055,237035.15644005826,1,0.4878899626111435,0.5357641098484296,237035.15644005826,7.02433206734178,129629.4199280537,1,0.6050399591152258,0.29299784817145796,129629.4199280537,7.024332067593788,313922.3895529744,1,0.4273391171857063,0.709550229283701,313922.3895529744,0.7186465492955331
glutamic.acid,1.6593765643968936,3,0.6460027520859737,6.602524747273485,910072.6268125213,1,0.36734894588676115,0.9362141267026083,910072.6268125213,6.602524747087159,84899.49058337133,1,0.7766650220817228,0.08733819707598058,84899.49058337133,6.602524747761625,92990.39822321165,1,0.766630128789908,0.09566151304780028,92990.39822321165,0.5718806176266908
glutaric.acid,6.127395959681735,3,0.10557398617706673,5.903892063656122,15382.278291469152,1,0.1678816572099037,2.470191387324619,15382.278291469152,5.903892062465089,5573.418628971174,1,0.3812133835338632,0.8950176582668147,5573.418628971174,5.9038920636516385,14675.131486561606,1,0.17644865709246763,2.356632919979408,14675.131486561606,1.2308864331541964
glyceric.acid,5.62174948808979,3,0.1315353047777011,7.220514319987169,81591.86847367565,1,0.4788695951489572,0.557504551819518,81591.86847367565,7.220514319608305,429410.83634648414,1,0.12914460293061936,2.934097482288069,429410.83634648414,7.220514319212926,282865.42241137545,1,0.20580464984348237,1.9327754529554813,282865.42241137545,0.9752173492500884
glycerol,1.081254134017172,3,0.7816012284496572,6.352752319083541,3157950842.628499,1,0.5422457173005136,0.41445993581684903,3157950842.628499,6.352752319115336,446802149.6138189,1,0.8162882086948581,0.05863979506965311,446802149.6138189,6.352752319859265,1687593369.1933513,1,0.6536369850274018,0.22148534740922135,1687593369.1933513,0.5899440006424709
glycerol.alpha.phosphate,1.1756176343247944,3,0.7588579518728302,6.092641361473596,158280.0139661243,1,0.6851455611740327,0.18098506863940303,158280.0139661243,6.092641361014766,191747.62244742498,1,0.6558923918875126,0.21925356044962765,191747.62244742498,6.092641361378369,265378.87834625895,1,0.6013297492606409,0.30344712076677566,265378.87834625895,0.8115326194633579
glycine,0.7261616304278959,3,0.8670338940184497,8.759271435014886,95220408.284985,1,0.5859577869435115,0.3197330831977677,95220408.284985,8.759271432575368,89449304.53509018,1,0.5973471388656368,0.3003547500374484,89449304.53509018,8.759271435172773,21924004.24048321,1,0.7924273338739012,0.0736168810668289,21924004.24048321,0.76188346531533635
glycolic.acid,9.997671968687314,3,0.018585934951874727,54.99999999899566,998675.2067669161,1,0.018810761106651253,5.860695193054959,998675.2067669161,54.9999999989957,325074.3225563908,1,0.1728063266433041,1.9076888128218932,325074.3225563908,54.99999999899566,464414.74360902235,1,0.10446262339981353,2.725403852033844,464414.74360902235,1.044317060771449
glycyl.proline,2.686172308665732,3,0.4425822825918062,7.32090463576732,63283.29209963423,1,0.25326657643378975,1.5374424561465152,63283.29209963423,7.320904635273885,97.65117547755885,1,0.9624549150863596,0.002372396537706043,97.65117547755885,7.320904635475943,17785.856102566893,1,0.5310770984006277,0.43210031247974506,17785.856102566893,0.7243470930797965
guanosine,5.991541574764028,3,0.11202247182002295,54.99999999888353,31747.371428571314,1,0.07731761454233915,3.240639803980427,31747.371428571314,54.99999999979231,19828.30710108615,1,0.16047897271201375,2.0239912265460642,19828.30710108615,54.999999998883496,6084.307101085982,1,0.43403685918265733,0.6210607960341396,6084.307101085982,0.5376444315616249
heptadecanoic.acid,0.665233272267642,3,0.8813493357440234,6.686598004035747,1253685.0863671424,1,0.5853987440733033,0.3283096229686237,1253685.0863671424,6.686598004056858,52149.52406878346,1,0.9104016811265431,0.013656691597591131,52149.52406878346,6.686598004757073,402596.751999107,1,0.755328970475166,0.10543029449303938,402596.751999107,0.5772053188268278
hexadecane,8.481986599322,3,0.03703316240726567,5.939654381529325,616229498.3516309,1,0.030965251436136102,7.9136893421040275,616229498.3516309,5.939654382116291,1193.1050733494938,1,0.9970049742815358,1.5321991122191372e-5,1193.1050733494938,5.939654382623458,3323471.186985148,1,0.8432279274973038,0.04268039518002178,3323471.186985148,1.0282255780512135
hexadecylglycerol.NIST,2.76968190045568,3,0.4285151642713287,55.000000000188024,1611564.9206349207,1,0.46353141869496606,0.5449387965929324,1611564.9206349207,54.99999999926607,4584842.001336671,1,0.21836564531718275,1.550330520841072,4584842.001336671,55.00000000003673,1486100.574436092,1,0.4813916696738384,0.5025139529161587,1486100.574436092,1.019013424358462
hexitol,12.215338463336593,3,0.006680753783506847,54.999999998857554,1603777.0188805365,1,0.004850537791053777,8.617910806841635,1603777.0188805365,54.999999998096804,431136.02706766996,1,0.13371932618304638,2.3167134727237313,431136.02706766996,54.999999998862215,1014502.8574770278,1,0.023229880662393138,5.451440590616323,1014502.8574770278,1.8897477933634057
hexuronic.acid,0.4145253145463812,3,0.9372258272550216,7.282755857090738,649.7578729415176,1,0.8296250696104666,0.04975078146711343,649.7578729415176,7.282755857090486,60.80635772064121,1,0.9474354202503332,0.004655832488917038,60.80635772064121,7.282755857039324,3593.934394899506,1,0.6154620807344221,0.27518103609632005,3593.934394899506,0.47760532253208876
hydroxycarbamate.NIST,4.794077803598611,3,0.18751187657762985,54.99999999955321,642972880.8434424,1,0.14862381328942936,2.1461221978359584,642972880.8434424,54.999999999547136,60259857.14285769,1,0.655567362741718,0.2011360368466302,60259857.14285769,54.9999999995471,700006656.0481181,1,0.13210528334704333,2.3364901816809005,700006656.0481181,0.8718961173605212
hydroxylamine,2.9764696512318096,3,0.39526733938502867,55.00000000114306,11106408799.90677,1,0.11358884207115069,2.5852598378565097,11106408799.90677,55.00000000114306,29578608.243611332,1,0.9341716330189833,0.006885068731896646,29578608.243611332,55.000000001143,1181250652.3511956,1,0.6021295558756163,0.2749619543979853,1181250652.3511956,1.1902895269228986
inosine,2.1223965851570483,3,0.5473950870293983,6.582303849912397,4391603.906438417,1,0.2847262300131838,1.3558043859789246,4391603.906438417,6.582303849862554,103818.46210340706,1,0.8632997405734676,0.03205150766421013,103818.46210340706,6.582303849675914,101142.90143430563,1,0.8650514913423781,0.03122549125485177,101142.90143430563,0.8473470842953892
isobutene.glycol.NIST,1.4544543230324507,3,0.69282142318897455,55.000000000897764,535124.5744360964,1,0.6730285304727041,0.17999959170673388,535124.5744360964,55.00000000105293,606236.8083542091,1,0.6533512143994826,0.20391957909304034,606236.8083542091,55.00000000090238,3047638.763909752,1,0.31573818191874864,1.0251327623132362,3047638.763909752,0.684029360543471
isoheptadecanoic.acid.NIST,3.2697945557454204,3,0.3518688544209818,6.523477863545413,4970263.402449179,1,0.23391693805647604,1.7203627848043912,4970263.402449179,6.523477863116013,1610851.6815385707,1,0.4812800678139415,0.5575658793843709,1610851.6815385707,6.523477864111149,104722.69952449478,1,0.8547927657354284,0.03624778415112084,104722.69952449478,1.160367513210565
isoleucine,6.281698614752031,3,0.09868098459934561,6.253291475678052,27961149.497431375,1,0.5792456638704052,0.3418280896278042,27961149.497431375,6.253291491343129,486563272.21154845,1,0.04891320751356048,5.948288851229303,486563272.21154845,6.253291486745764,325818.5349143821,1,0.9516463436732345,0.003983166978358472,325818.5349143821,1.7965378877798783
isomaltose,2.399432202601929,3,0.4937403267711526,6.228026370804232,822.4480809179463,1,0.784784947740393,0.08130318859976328,822.4480809179463,6.228026370808892,8314.86548782419,1,0.3983239095560386,0.8219668725881291,8314.86548782419,6.228026370360481,8151.6090679991075,1,0.4027230667259009,0.8058281426194891,8151.6090679991075,0.8092512884878196
isoribose,4.222695663244622,3,0.2383994193680144,54.99999999892007,143949.8830409357,1,0.08500356666167647,3.0764663794774663,143949.8830409357,54.99999999953185,231.87602339178713,1,0.9441337697469593,0.004955605208577366,231.87602339178713,54.999999999685805,43986.542690058835,1,0.3365041801951991,0.9400710641559455,43986.542690058835,0.8213908757502061
lactic.acid,10.1996513687493,3,0.016943081897241703,6.057098542818955,162998378.83198747,1,0.06543741421626006,5.042026317526868,162998378.83198747,6.05709854134496,145099297.4756491,1,0.07800379523409741,4.488354312290322,145099297.4756491,6.0570985413917775,35386241.886344776,1,0.3353970991963821,1.0946020699581853,35386241.886344776,0.827763923322876
lactitol,3.6992804818329432,3,0.2958208613968188,54.9999999984843,26102.003007518768,1,0.11701290560475333,2.535930600070115,26102.003007518768,54.9999999984843,1260.2720133667394,1,0.7277381069750274,0.12244126867152992,1260.2720133667394,54.999999998484256,9472.005346700102,1,0.3416078014302075,0.9202492312871693,9472.005346700102,1.0908634953325946
lactose,3.7536829188948104,3,0.28931974507713043,6.225373236022558,116258.60304037547,1,0.44955197517079637,0.6507661791144936,116258.60304037547,6.225373235545533,272395.49899300595,1,0.2614681807169154,1.5247540693921957,272395.49899300595,6.225373234233186,109244.05539778456,1,0.4629197682761377,0.6115017268657413,109244.05539778456,1.1236222536591487
lactulose,1.9810109107589824,3,0.5763573012032673,6.83970778376288,447491.7878316209,1,0.31365277046133544,1.1826227478193945,447491.7878316209,6.83970778367732,10613.121625846523,1,0.8718395012750273,0.028048155075468734,10613.121625846523,6.839707782987302,31837.24330983915,1,0.7803613110225882,0.0841388583878188,31837.24330983915,0.7246187954189154
lauric.acid,1.1789699157664018,3,0.7580524866474742,6.4072163465212855,5646152.98927453,1,0.467876299288854,0.595284010992621,5646152.98927453,6.407216346077974,1944775.724226036,1,0.6656137017019375,0.20504118393488754,1944775.724226036,6.407216345565379,300.5444357407817,1,0.9956798488712895,3.168693755361285e-5,300.5444357407817,0.825403493559995
leucine,2.5691946500505765,3,0.46291573452164825,54.99998572043636,3945687690.399529,1,0.45447148521085134,0.5674882074801377,3945687690.399529,54.99998572043676,5169217132.831535,1,0.3922980936292547,0.7434622288844027,5169217132.831535,54.99998572043303,7711725938.015383,1,0.2968742441355226,1.1091383486307556,7711725938.015383,0.983588471843089
lignoceric.acid,1.3837851193400184,3,0.7093399524814593,6.365739507546039,1223763.438106963,1,0.5639694125505618,0.3701866909163942,1223763.438106963,6.36573950812836,6419.644429834394,1,0.966200763774639,0.0019419332645011916,6419.644429834394,6.365739508324352,2002597.7911399037,1,0.46431962388386894,0.6057829695299043,2002597.7911399037,0.5013737294364139
linoleic.acid,5.289306945256499,3,0.15179775403198326,6.6469259457326615,90788.33382948664,1,0.10181070051003975,3.6000969343096285,90788.33382948664,6.646925945991075,5543.486127595661,1,0.6541634244280516,0.21981995452000838,5543.486127595661,6.64692594604587,8898.517911970657,1,0.5721508024209432,0.35285951072691935,8898.517911970657,1.1198501137594685
lysine,3.9075733770243914,3,0.2716190503137758,7.850588875549735,13870590.69862604,1,0.4543124301110454,0.6195668584247352,13870590.69862604,7.850588876110132,57707575.80117394,1,0.14776656823578604,2.5776624963767563,57707575.80117394,7.850588874249596,1867113.5174664077,1,0.7802206614625847,0.08339959569664232,1867113.5174664077,1.0736359958235644
lyxitol,3.6685314038072647,3,0.29955291660434047,54.99999999931102,91032.58980785299,1,0.7484785039271775,0.10385065545367868,91032.58980785299,54.9999999986649,2341362.4143692506,1,0.10790068146366384,2.671043654806343,2341362.4143692506,54.99999999853329,728442.0120300727,1,0.36595839431679444,0.8310120646792102,728442.0120300727,0.9313063192628481
maltose,1.2957754942030988,3,0.7301364707511856,6.9375612288117106,346805175.69544524,1,0.3721395015968833,0.9100900326791762,346805175.69544524,6.937561228845206,50186779.52092554,1,0.727479684332897,0.13170070983707524,50186779.52092554,6.937561230566868,25862032.094151735,1,0.8020304989936907,0.0678674347535857,25862032.094151735,0.7361193304258227
maltotriose,0.2490639789659781,3,0.9693050586820181,6.593606454656403,47806.27818536865,1,0.8816739112829926,0.02393701830068516,47806.27818536865,6.593606455222848,116168.21256886711,1,0.816744620966653,0.058166432020426755,116168.21256886711,6.593606454579237,158889.29391548227,1,0.7865447319559246,0.07955724813988704,158889.29391548227,0.7717763360359404
mannitol,2.9136563595316147,3,0.40513014053996377,4.681503130607074,4524978.3494561855,1,0.21461790006156076,2.058702855710727,4524978.3494561855,4.681503143383936,754062.3485444889,1,0.5851523669154148,0.34307132331783285,754062.3485444889,4.6815031359474855,749840.344023476,1,0.586169280149534,0.3411504626875765,749840.344023476,0.8800113036478843
methionine,3.77292156448857,3,0.28705155692596585,54.99999999925412,840056.5354218871,1,0.7521981401191455,0.1006954891776307,840056.5354218871,54.99999999925412,20321405.71436926,1,0.1243237658320782,2.4358763998637873,20321405.71436926,54.999999999254065,9850043.20208857,1,0.2819528316581442,1.18070019913241,9850043.20208857,1.0635084936224328
methionine.minor,4.2292244969791,3,0.23775219793781627,54.99999999904762,1623445.1796992458,1,0.29182861352018286,1.1328036971618152,1623445.1796992458,55.00000000015985,5599.57969924759,1,0.9503848329636235,0.0039072613385288685,5599.57969924759,55.00000000000371,4307462.887301597,1,0.08857761254525376,3.0056511578829648,4307462.887301597,0.6352482460956491
methionine.sulfoxide,1.8810902002322791,3,0.5974497191319961,7.276686847050914,666709.5130180565,1,0.5418683806586149,0.409441595083835,666709.5130180565,7.27668684725018,1354387.6235677022,1,0.3909767841240138,0.8317604865799266,1354387.6235677022,7.276686846813782,344934.4040774757,1,0.6587736128052653,0.21183212455669398,344934.4040774757,0.9045635513173944
myo.inositol,4.4896784932348055,3,0.21321279198522394,55.00000000110453,9517443.665497085,1,0.23621221454934907,1.434223885753022,9517443.665497085,55.00000000110453,15038014.444444435,1,0.13795050290307911,2.266142072236233,15038014.444444435,55.000000000282725,5247065.747368415,1,0.37776058676777635,0.7907025551697097,5247065.747368415,0.6851878845496032
myristic.acid,0.6988904391585038,3,0.8734648979329402,8.817916382764846,395575.4794119013,1,0.5876845834245846,0.3165844612651902,395575.4794119013,8.817916383213534,210569.2000070954,1,0.6912245405594362,0.1685214079558106,210569.2000070954,8.817916382986091,91897.78621797216,1,0.7924821557647643,0.07354705398962863,91897.78621797216,0.5610800459057509
nicotinic.acid,1.4006923901879418,3,0.7053724391101335,54.99999999925558,17014.32255639085,1,0.4136750458228905,0.6784600472631487,17014.32255639085,54.99999999925991,1587.3751879699587,1,0.8022951414317683,0.06329788573626872,1587.3751879699587,54.99999999925553,13999.417293232973,1,0.45815334039630473,0.5582382305815501,13999.417293232973,0.3643845393113473
nonadecanoic.acid,0.6983524950524043,3,0.8735913903389779,7.039446057461887,67332.73277844116,1,0.5900739232519236,0.31842550563504773,67332.73277844116,7.039446057960562,8277.692839545492,1,0.8487513349733086,0.0391463173876679,8277.692839545492,7.039446058591921,16683.632663975997,1,0.7868714709491191,0.07889913193241029,16683.632663975997,0.6292220424412466
octadecanol,2.13916868096328,3,0.5440294040805379,7.854884758870133,109245.07535285114,1,0.6899437389426377,0.17140019099661627,109245.07535285114,7.854884759297571,602445.4663325886,1,0.3599247821482507,0.9452075314235784,602445.4663325886,7.85488475870077,265846.52509586175,1,0.5367936516261931,0.4171002219554809,265846.52509586175,1.0218607956498909
oleic.acid,3.8331428739378453,3,0.28005452343109005,54.9999999987197,1051811.7323308268,1,0.24589097291159262,1.375693324745265,1051811.7323308268,55.00000000050725,102561.52414369227,1,0.7155796429709003,0.13414302180059698,102561.52414369227,54.999999999762004,1618906.469172933,1,0.15131654047192433,2.117412037316611,1618906.469172933,0.6201147234221924
ornithine,2.1573557536360113,3,0.5403967246160115,7.545843823246163,2956571.208134004,1,0.4737135464354003,0.5685267180512767,2956571.208134004,7.545843823469843,5595424.527325392,1,0.3316963158996684,1.0759586421839156,5595424.527325392,7.54584382298772,17678.977792340676,1,0.9550195209190059,0.0033995363261094505,17678.977792340676,0.9223703569046792
oxoproline,3.1112454159440404,3,0.37478931433761603,6.781341083696732,375091458.6548048,1,0.28651379548081474,1.3379415090272802,375091458.6548048,6.781341083887307,64612047.75620098,1,0.6462730841377633,0.23046949932238042,64612047.75620098,6.781341083748772,169988894.6686292,1,0.4624674524509508,0.6063459804349554,169988894.6686292,0.6228398264607683
palmitic.acid,0.1855644786423909,3,0.97988533911817155,7.34787345064936,2583776.2740364717,1,0.9371259328084554,0.006662250277457529,2583776.2740364717,7.347873451970055,2672028.880904015,1,0.9360639219311784,0.006889809048895239,2672028.880904015,7.347873451713663,52797935.250390686,1,0.7225532736447657,0.13613913182257775,52797935.250390686,0.6080360514355893
palmitoleic.acid,0.4368101418187962,3,0.9325376781362729,54.99999999915041,12434.419381787771,1,0.5804345794876322,0.3091871875780301,12434.419381787771,54.99999999897122,3.4766917293221877,1,0.99261516469158,8.644943562377846e-5,3.4766917293221877,54.999999999150354,3750.2088554719753,1,0.7612374560353312,0.09325055664053793,3750.2088554719753,0.2769106020540904
pelargonic.acid,2.3687301103466325,3,0.49948204461850537,6.149627738409622,364056295.4908579,1,0.6603072393034838,0.21299185724708053,364056295.4908579,6.149627738120591,1196765276.9215844,1,0.43403222004078446,0.7001698972865198,1196765276.9215844,6.149627738821399,1190122710.557544,1,0.43524532649542497,0.6962836506694785,1190122710.557544,0.9144755761575943
pentadecanoic.acid,1.2166144436462218,3,0.749022302068222,6.6314746242012115,9028788.518828236,1,0.47134381112265666,0.5832187231599901,9028788.518828236,6.6314746242423155,3379451.904948311,1,0.655301626323334,0.21829724119403157,3379451.904948311,6.631474624767473,791499.330287835,1,0.8279233558322483,0.051127261185686466,791499.330287835,0.5669725355429794
phenylalanine,3.6504740356717775,3,0.30176410219185124,6.329443369853509,188516.264292355,1,0.9132420194379689,0.012854611117231952,188516.264292355,6.329443368251168,39624190.050151475,1,0.14875318801120496,2.701907741711201,39624190.050151475,6.329443368499542,533059.3475980565,1,0.8547669022237991,0.03634843201195491,533059.3475980565,1.4950203031475477
phenylethylamine,1.387272814162543,3,0.708520747655798,8.082641324208979,887414.5331676236,1,0.6602558693490288,0.20811664047207254,887414.5331676236,8.082641325050488,2180298.594404395,1,0.4946997669222244,0.5113240788087416,2180298.594404395,8.082641323881814,1505776.11034599,1,0.5686000245701028,0.3531349258724823,1505776.11034599,0.6438125227213388
phosphate,2.332679946450753,3,0.506289222184517,6.777826058381744,2591070.2688029953,1,0.2651722965653887,1.4749860292926722,2591070.2688029953,6.777826058589895,11879.031486791735,1,0.9368371880461848,0.006762227059415099,11879.031486791735,6.777826058773185,202401.3246394994,1,0.7445535863573329,0.11521846001170372,202401.3246394994,0.6670954051197775
phosphoethanolamine,2.133744926632062,3,0.545116158494912,55.00000000013357,12302.274436090298,1,0.7695656185238596,0.08666744372281043,12302.274436090298,55.0000000003306,173082.48028404362,1,0.27429848891205255,1.2193368142898493,173082.48028404362,55.00000000033052,103753.39022556409,1,0.39629241160397677,0.7309250947975572,103753.39022556409,0.8706943475994796
pinitol,2.727602031135234,3,0.4355569796875274,6.732958049963116,14224.137123278006,1,0.5465729050683477,0.40285136969695245,14224.137123278006,6.732958049984597,18732.73057417757,1,0.49092877295670045,0.5305422820777962,18732.73057417757,6.732958050343464,33000.55570316156,1,0.3670950937752495,0.9346309692151986,33000.55570316156,1.3436685055113864
